ID,item_cnt_month
251,2.781648
252,2.781648
253,2.781648
254,2.781648
255,2.781648
256,1.7623228
257,1.7623228
258,1.9407595
259,1.7623228
260,1.7623228
261,1.7623228
262,1.7623228
263,1.7623228
264,1.7623228
265,2.781648
266,1.7623228
267,1.7623228
268,1.7623228
269,1.7623228
270,1.7623228
271,1.7623228
272,1.7623228
273,1.7623228
274,5.5909166
275,1.7623228
276,1.7623228
277,1.9407595
278,1.7623228
279,1.7623228
280,1.7623228
281,1.7623228
282,2.240376
283,1.7623228
284,1.7623228
285,1.7623228
286,1.7623228
287,1.7623228
288,1.7623228
289,1.9407595
290,1.7623228
291,1.9407595
292,1.7623228
293,1.7623228
294,1.9407595
295,1.9407595
296,1.7623228
297,1.9407595
298,1.7623228
299,1.7623228
300,1.7623228
301,2.781648
302,2.781648
303,2.781648
304,2.781648
305,1.7623228
306,1.7623228
307,1.7623228
308,1.7623228
309,1.7623228
310,1.7623228
311,1.7623228
312,1.7623228
313,1.7623228
314,1.7623228
315,2.240376
316,2.240376
317,1.7623228
318,1.7623228
319,1.7623228
320,1.7623228
321,1.7623228
322,1.7623228
323,1.7623228
324,1.7623228
325,1.7623228
326,1.7623228
327,1.7623228
328,1.7623228
329,1.7623228
330,1.7623228
331,1.7623228
332,1.7623228
333,1.7623228
334,1.7623228
335,1.7623228
336,1.9407595
337,1.9407595
338,1.9407595
339,1.9407595
340,1.7623228
341,2.781648
342,1.7623228
343,1.7623228
344,1.7623228
345,1.7623228
346,2.781648
347,2.781648
348,1.7623228
349,1.7623228
350,2.781648
351,2.781648
352,1.7623228
353,2.781648
354,1.7623228
355,2.781648
356,2.781648
357,2.781648
358,1.7623228
359,2.781648
360,2.781648
361,2.781648
362,2.781648
363,1.7623228
364,2.781648
365,1.7623228
366,1.7623228
367,1.7623228
368,1.7623228
369,1.9407595
370,1.9407595
371,1.9407595
372,1.9407595
373,1.7623228
374,1.7623228
375,1.7623228
376,1.7623228
377,1.7623228
378,1.7623228
379,1.7623228
380,2.781648
381,1.7623228
382,1.7623228
383,1.7623228
384,1.7623228
385,1.7623228
386,1.7623228
387,1.7623228
388,1.7623228
389,1.7623228
390,1.7623228
391,1.7623228
392,2.781648
393,2.781648
394,1.7623228
395,1.7623228
396,2.781648
397,2.781648
398,2.781648
399,2.781648
400,1.7623228
401,1.7623228
402,2.781648
403,2.781648
404,2.781648
405,2.781648
406,2.781648
407,2.781648
408,1.7623228
409,2.781648
410,1.7623228
411,2.781648
412,2.781648
413,2.781648
414,2.781648
415,2.781648
416,2.781648
417,2.781648
418,2.781648
419,1.7623228
420,1.7623228
421,1.7623228
422,2.781648
423,2.781648
424,2.781648
425,2.781648
426,2.781648
427,1.7623228
428,2.781648
429,2.781648
430,2.781648
431,2.781648
432,1.7623228
433,2.781648
434,2.781648
435,2.781648
436,1.7623228
437,2.781648
438,1.7623228
439,1.7623228
440,2.781648
441,2.781648
442,2.781648
443,2.781648
444,2.781648
445,2.781648
446,2.781648
447,2.781648
448,2.781648
449,2.781648
450,2.781648
451,2.781648
452,2.781648
453,2.781648
454,2.781648
455,2.781648
456,2.781648
457,1.7623228
458,2.781648
459,2.781648
460,6.026
461,2.5030506
462,2.5030506
463,2.5030506
464,2.5030506
465,2.5030506
466,2.5030506
467,2.5030506
468,2.5030506
469,2.5030506
470,2.5030506
471,2.6814873
472,2.5030506
473,2.5030506
474,2.5030506
475,2.5030506
476,2.5030506
477,2.5030506
478,2.9968271
479,2.5030506
480,2.9968271
481,2.9968271
482,2.9968271
483,2.9968271
484,2.9968271
485,2.9968271
486,2.9968271
487,2.9968271
488,2.9968271
489,2.9968271
490,2.9968271
491,2.9968271
492,2.9968271
493,2.9968271
494,1.7623228
495,2.9968271
496,1.7623228
497,2.781648
498,2.781648
499,2.781648
500,2.781648
501,2.781648
502,2.781648
503,2.9968271
504,2.781648
505,2.781648
506,2.781648
507,1.7623228
508,2.781648
509,2.781648
510,1.7623228
511,1.7623228
512,1.7623228
513,1.7623228
514,2.781648
515,2.781648
516,1.7623228
517,2.781648
518,2.781648
519,2.781648
520,2.781648
521,2.781648
522,2.781648
523,2.781648
524,2.781648
525,2.781648
526,1.7623228
527,1.7623228
528,1.7623228
529,1.7623228
530,2.781648
531,2.781648
532,1.7623228
533,1.7623228
534,1.7623228
535,1.7623228
536,2.781648
537,1.7623228
538,2.781648
539,1.7623228
540,2.781648
541,2.781648
542,2.781648
543,2.781648
544,2.781648
545,2.781648
546,2.781648
547,2.781648
548,2.781648
549,2.9968271
550,2.781648
551,2.781648
552,2.781648
553,2.9968271
554,2.9968271
555,2.781648
556,1.7623228
557,2.781648
558,1.7623228
559,2.781648
560,2.781648
561,2.781648
562,1.7623228
563,1.7623228
564,1.7623228
565,1.7623228
566,1.7623228
567,2.781648
568,2.781648
569,2.9968271
570,2.781648
571,1.7623228
572,1.7623228
573,1.7623228
574,1.7623228
575,1.7623228
576,1.7623228
577,1.7623228
578,2.781648
579,2.781648
580,1.7623228
581,1.7623228
582,1.7623228
583,1.7623228
584,1.7623228
585,1.7623228
586,1.7623228
587,6.331646
588,6.331646
589,6.331646
590,2.5030506
591,2.5030506
592,2.5030506
593,2.9968271
594,1.7623228
595,1.7623228
596,1.7623228
597,1.7623228
598,1.7623228
599,1.7623228
600,2.9968271
601,2.9968271
602,1.7623228
603,1.7623228
604,2.5030506
605,1.7623228
606,1.7623228
607,1.7623228
608,2.781648
609,2.781648
610,2.781648
611,2.781648
612,2.781648
613,2.781648
614,1.7623228
615,2.781648
616,2.781648
617,2.781648
618,2.781648
619,2.781648
620,2.781648
621,2.781648
622,2.781648
623,2.781648
624,1.7623228
625,1.7623228
626,1.7623228
627,1.7623228
628,1.7623228
629,1.7623228
630,1.7623228
631,1.7623228
632,2.781648
633,2.781648
634,2.9968271
635,2.781648
636,1.7623228
637,2.781648
638,1.7623228
639,2.781648
640,2.781648
641,2.781648
642,2.781648
643,2.781648
644,1.7623228
645,1.7623228
646,1.7623228
647,1.7623228
648,1.7623228
649,2.781648
650,1.7623228
651,2.781648
652,1.7623228
653,1.7623228
654,2.781648
655,2.781648
656,2.9968271
657,2.9968271
658,2.9968271
659,2.781648
660,1.7623228
661,1.7623228
662,1.7623228
663,2.781648
664,2.781648
665,2.781648
666,1.7623228
667,1.7623228
668,2.5030506
669,2.781648
670,2.9968271
671,2.781648
672,2.781648
673,2.781648
674,1.7623228
675,1.7623228
676,2.781648
677,2.781648
678,2.781648
679,2.781648
680,2.781648
681,2.781648
682,2.781648
683,2.781648
684,2.5030506
685,2.5030506
686,2.781648
687,2.781648
688,1.7623228
689,1.7623228
690,1.7623228
691,1.7623228
692,1.7623228
693,1.7623228
694,1.7623228
695,2.781648
696,1.7623228
697,1.7623228
698,1.7623228
699,1.7623228
700,1.7623228
701,1.7623228
702,1.7623228
703,1.7623228
704,1.7623228
705,1.7623228
706,1.7623228
707,1.7623228
708,1.7623228
709,2.781648
710,1.7623228
711,1.7623228
712,1.7623228
713,1.9407595
714,1.7623228
715,1.9407595
716,1.9407595
717,1.9407595
718,1.7623228
719,1.7623228
720,1.7623228
721,1.7623228
722,1.7623228
723,2.781648
724,1.7623228
725,1.7623228
726,1.7623228
727,1.7623228
728,1.7623228
729,1.7623228
730,1.7623228
731,1.7623228
732,2.781648
733,1.7623228
734,1.7623228
735,1.7623228
736,1.7623228
737,1.7623228
738,1.7623228
739,1.7623228
740,1.7623228
741,1.7623228
742,1.7623228
743,1.7623228
744,1.7623228
745,1.7623228
746,1.7623228
747,1.7623228
748,1.7623228
749,1.7623228
750,1.7623228
751,1.7623228
752,1.7623228
753,1.7623228
754,2.781648
755,1.7623228
756,1.7623228
757,1.7623228
758,1.7623228
759,1.7623228
760,2.781648
761,1.7623228
762,2.781648
763,1.7623228
764,1.7623228
765,1.7623228
766,2.781648
767,2.781648
768,1.7623228
769,1.7623228
770,1.7623228
771,1.7623228
772,1.7623228
773,1.7623228
774,1.7623228
775,1.7623228
776,1.7623228
777,1.7623228
778,1.7623228
779,1.7623228
780,1.7623228
781,1.7623228
782,1.7623228
783,1.7623228
784,1.7623228
785,1.7623228
786,1.7623228
787,1.7623228
788,1.7623228
789,1.7623228
790,1.7623228
791,1.7623228
792,1.7623228
793,1.7623228
794,1.7623228
795,1.7623228
796,1.7623228
797,1.7623228
798,1.7623228
799,1.7623228
800,1.7623228
801,1.7623228
802,1.7623228
803,1.7623228
804,1.7623228
805,1.7623228
806,1.7623228
807,1.7623228
808,2.9968271
809,2.9968271
810,2.9968271
811,2.9968271
812,2.9968271
813,2.9968271
814,1.7623228
815,1.9407595
816,1.7623228
817,1.7623228
818,1.7623228
819,1.7623228
820,2.781648
821,2.9968271
822,2.5030506
823,2.5030506
824,2.5030506
825,2.5030506
826,2.5030506
827,2.5030506
828,2.5030506
829,2.5030506
830,2.5030506
831,2.5030506
832,2.6814873
833,2.6814873
834,2.5030506
835,2.5030506
836,1.7623228
837,1.7623228
838,1.7623228
839,1.7623228
840,1.7623228
841,1.7623228
842,1.7623228
843,1.7623228
844,1.7623228
845,1.7623228
846,1.7623228
847,1.7623228
848,1.7623228
849,1.7623228
850,1.7623228
851,1.9407595
852,1.7623228
853,1.7623228
854,1.7623228
855,1.7623228
856,1.9407595
857,1.9407595
858,1.7623228
859,1.7623228
860,1.7623228
861,1.7623228
862,1.7623228
863,1.7623228
864,1.7623228
865,1.7623228
866,1.7623228
867,1.7623228
868,1.7623228
869,1.7623228
870,1.7623228
871,1.7623228
872,1.7623228
873,1.7623228
874,2.240376
875,1.9407595
876,1.7623228
877,1.7623228
878,1.7623228
879,1.7623228
880,1.7623228
881,2.781648
882,1.7623228
883,1.7623228
884,1.7623228
885,1.9407595
886,1.7623228
887,1.7623228
888,1.7623228
889,1.7623228
890,1.7623228
891,1.7623228
892,1.7623228
893,1.7623228
894,1.7623228
895,1.9407595
896,1.7623228
897,1.7623228
898,2.5030506
899,2.5030506
900,1.7623228
901,2.781648
902,2.781648
903,1.7623228
904,2.781648
905,2.781648
906,2.781648
907,2.781648
908,2.9968271
909,2.9968271
910,2.9968271
911,2.9968271
912,1.7623228
913,2.5030506
914,2.5030506
915,2.5030506
916,2.5030506
917,2.5030506
918,2.5030506
919,2.781648
920,2.781648
921,2.781648
922,2.781648
923,2.781648
924,2.781648
925,2.781648
926,2.9968271
927,2.9968271
928,1.7623228
929,1.7623228
930,1.7623228
931,1.7623228
932,1.7623228
933,1.7623228
934,1.7623228
935,1.7623228
936,1.7623228
937,1.7623228
938,1.7623228
939,1.7623228
940,1.7623228
941,1.7623228
942,1.7623228
943,1.7623228
944,2.781648
945,1.7623228
946,1.7623228
947,1.7623228
948,1.7623228
949,2.781648
950,1.7623228
951,1.7623228
952,1.7623228
953,1.7623228
954,1.7623228
955,2.9968271
956,2.781648
957,1.7623228
958,2.781648
959,1.7623228
960,1.7623228
961,1.7623228
962,1.7623228
963,1.7623228
964,2.9968271
965,2.781648
966,2.781648
967,2.781648
968,1.7623228
969,1.7623228
970,2.9968271
971,1.7623228
972,2.781648
973,2.781648
974,1.7623228
975,1.7623228
976,1.7623228
977,2.781648
978,2.781648
979,2.781648
980,2.781648
981,2.781648
982,1.7623228
983,2.781648
984,2.781648
985,2.781648
986,2.781648
987,2.781648
988,2.781648
989,2.781648
990,2.781648
991,1.7623228
992,2.781648
993,2.781648
994,2.781648
995,2.781648
996,2.781648
997,2.781648
998,2.781648
999,2.781648
1000,2.781648
1001,2.781648
1002,2.781648
1003,2.781648
1004,2.781648
1005,2.781648
1006,2.781648
1007,2.781648
1008,2.781648
1009,2.781648
1010,1.7623228
1011,2.781648
1012,2.781648
1013,2.781648
1014,2.781648
1015,2.781648
1016,1.7623228
1017,2.781648
1018,2.781648
1019,2.781648
1020,2.781648
1021,1.9407595
1022,2.781648
1023,2.781648
1024,2.781648
1025,2.781648
1026,2.781648
1027,2.781648
1028,1.7623228
1029,2.781648
1030,2.781648
1031,2.781648
1032,2.781648
1033,2.781648
1034,2.781648
1035,2.781648
1036,2.781648
1037,2.781648
1038,2.781648
1039,2.781648
1040,2.781648
1041,2.781648
1042,2.781648
1043,2.781648
1044,2.781648
1045,2.781648
1046,2.781648
1047,1.7623228
1048,1.7623228
1049,1.7623228
1050,1.7623228
1051,1.7623228
1052,1.7623228
1053,1.7623228
1054,1.7623228
1055,1.7623228
1056,1.7623228
1057,2.240376
1058,2.781648
1059,2.781648
1060,1.7623228
1061,1.7623228
1062,1.7623228
1063,1.9407595
1064,2.781648
1065,1.7623228
1066,1.7623228
1067,1.7623228
1068,1.7623228
1069,1.7623228
1070,1.7623228
1071,1.7623228
1072,1.7623228
1073,1.7623228
1074,1.7623228
1075,1.7623228
1076,2.781648
1077,2.781648
1078,2.781648
1079,2.781648
1080,2.781648
1081,2.781648
1082,2.781648
1083,2.781648
1084,2.781648
1085,2.781648
1086,2.781648
1087,1.7623228
1088,1.7623228
1089,2.781648
1090,2.781648
1091,2.781648
1092,2.781648
1093,2.781648
1094,2.781648
1095,2.781648
1096,2.781648
1097,2.781648
1098,1.7623228
1099,1.7623228
1100,2.781648
1101,1.7623228
1102,1.7623228
1103,1.7623228
1104,1.7623228
1105,1.7623228
1106,1.9407595
1107,1.7623228
1108,1.7623228
1109,1.7623228
1110,2.240376
1111,1.7623228
1112,2.781648
1113,2.781648
1114,2.781648
1115,2.781648
1116,1.7623228
1117,2.9968271
1118,1.7623228
1119,1.7623228
1120,2.781648
1121,2.781648
1122,1.7623228
1123,2.781648
1124,2.781648
1125,2.781648
1126,1.9407595
1127,1.7623228
1128,2.781648
1129,1.7623228
1130,2.781648
1131,1.7623228
1132,2.781648
1133,2.781648
1134,1.7623228
1135,1.7623228
1136,2.781648
1137,2.781648
1138,2.781648
1139,2.781648
1140,2.781648
1141,2.781648
1142,2.781648
1143,2.781648
1144,1.7623228
1145,1.7623228
1146,1.7623228
1147,1.7623228
1148,1.7623228
1149,1.7623228
1150,2.781648
1151,2.781648
1152,1.7623228
1153,1.7623228
1154,1.7623228
1155,1.7623228
1156,1.7623228
1157,1.9407595
1158,2.240376
1159,2.240376
1160,2.240376
1161,1.7623228
1162,1.7623228
1163,1.7623228
1164,1.7623228
1165,1.7623228
1166,1.7623228
1167,1.7623228
1168,2.781648
1169,1.7623228
1170,1.7623228
1171,1.7623228
1172,1.7623228
1173,1.7623228
1174,1.7623228
1175,1.7623228
1176,1.7623228
1177,2.781648
1178,1.7623228
1179,1.7623228
1180,1.7623228
1181,1.7623228
1182,1.7623228
1183,1.7623228
1184,1.7623228
1185,1.7623228
1186,1.7623228
1187,1.7623228
1188,1.7623228
1189,1.7623228
1190,2.781648
1191,2.781648
1192,1.7623228
1193,2.781648
1194,2.781648
1195,2.781648
1196,2.781648
1197,1.7623228
1198,2.781648
1199,2.781648
1200,2.781648
1201,2.781648
1202,2.781648
1203,2.781648
1204,1.7623228
1205,2.781648
1206,2.9968271
1207,1.7623228
1208,2.9968271
1209,2.781648
1210,2.781648
1211,1.7623228
1212,2.781648
1213,2.781648
1214,1.7623228
1215,1.7623228
1216,1.7623228
1217,2.781648
1218,1.7623228
1219,1.9407595
1220,1.7623228
1221,1.7623228
1222,1.7623228
1223,1.7623228
1224,1.7623228
1225,1.7623228
1226,1.7623228
1227,1.7623228
1228,1.7623228
1229,1.7623228
1230,1.7623228
1231,1.7623228
1232,1.7623228
1233,1.7623228
1234,1.7623228
1235,1.7623228
1236,1.7623228
1237,1.7623228
1238,1.7623228
1239,1.7623228
1240,1.7623228
1241,1.7623228
1242,1.7623228
1243,1.9407595
1244,1.9407595
1245,1.7623228
1246,1.7623228
1247,1.7623228
1248,1.7623228
1249,1.7623228
1250,1.7623228
1251,1.7623228
1252,2.781648
1253,1.7623228
1254,1.7623228
1255,2.781648
1256,2.781648
1257,2.781648
1258,2.781648
1259,2.781648
1260,2.781648
1261,1.7623228
1262,1.7623228
1263,2.781648
1264,2.781648
1265,2.781648
1266,1.7623228
1267,2.781648
1268,1.7623228
1269,1.7623228
1270,1.7623228
1271,1.7623228
1272,2.240376
1273,1.7623228
1274,1.7623228
1275,1.7623228
1276,1.7623228
1277,1.7623228
1278,2.781648
1279,1.7623228
1280,1.9407595
1281,1.7623228
1282,2.781648
1283,2.781648
1284,2.781648
1285,2.5030506
1286,1.7623228
1287,2.781648
1288,2.781648
1289,1.7623228
1290,1.7623228
1291,2.781648
1292,1.7623228
1293,1.7623228
1294,1.7623228
1295,1.7623228
1296,1.7623228
1297,1.7623228
1298,1.7623228
1299,1.7623228
1300,1.7623228
1301,2.781648
1302,1.7623228
1303,1.7623228
1304,1.7623228
1305,1.7623228
1306,1.7623228
1307,2.781648
1308,2.781648
1309,1.7623228
1310,1.7623228
1311,1.7623228
1312,2.781648
1313,1.7623228
1314,2.9968271
1315,2.9968271
1316,1.9407595
1317,1.7623228
1318,1.9407595
1319,1.7623228
1320,1.7623228
1321,1.7623228
1322,1.7623228
1323,1.7623228
1324,1.7623228
1325,1.7623228
1326,2.9968271
1327,2.5030506
1328,2.5030506
1329,2.5030506
1330,2.5030506
1331,2.5030506
1332,1.7623228
1333,6.331646
1334,2.781648
1335,2.781648
1336,1.7623228
1337,2.781648
1338,2.781648
1339,1.7623228
1340,1.7623228
1341,1.7623228
1342,2.5030506
1343,1.7623228
1344,2.9968271
1345,2.9968271
1346,1.7623228
1347,1.7623228
1348,1.7623228
1349,1.7623228
1350,1.7623228
1351,1.7623228
1352,1.7623228
1353,1.7623228
1354,1.7623228
1355,1.7623228
1356,1.7623228
1357,1.7623228
1358,1.7623228
1359,1.9407595
1360,1.7623228
1361,1.7623228
1362,1.7623228
1363,1.7623228
1364,1.7623228
1365,1.7623228
1366,1.7623228
1367,1.7623228
1368,1.7623228
1369,1.7623228
1370,1.7623228
1371,2.9968271
1372,1.7623228
1373,1.7623228
1374,1.7623228
1375,1.7623228
1376,2.9968271
1377,1.7623228
1378,1.7623228
1379,1.7623228
1380,1.7623228
1381,2.9968271
1382,2.781648
1383,1.7623228
1384,1.7623228
1385,2.781648
1386,1.7623228
1387,1.7623228
1388,2.9968271
1389,1.7623228
1390,2.781648
1391,2.781648
1392,2.781648
1393,1.7623228
1394,1.7623228
1395,1.7623228
1396,1.7623228
1397,1.7623228
1398,1.7623228
1399,1.7623228
1400,1.7623228
1401,2.240376
1402,1.7623228
1403,2.781648
1404,1.7623228
1405,2.781648
1406,1.7623228
1407,2.9968271
1408,1.7623228
1409,1.7623228
1410,1.7623228
1411,2.781648
1412,1.7623228
1413,2.781648
1414,1.7623228
1415,1.7623228
1416,2.781648
1417,2.781648
1418,1.7623228
1419,1.7623228
1420,1.7623228
1421,1.7623228
1422,1.7623228
1423,1.7623228
1424,1.7623228
1425,2.781648
1426,1.7623228
1427,1.7623228
1428,2.781648
1429,1.7623228
1430,1.7623228
1431,1.7623228
1432,1.7623228
1433,1.7623228
1434,2.781648
1435,1.7623228
1436,1.7623228
1437,1.7623228
1438,1.7623228
1439,1.7623228
1440,1.7623228
1441,1.7623228
1442,1.7623228
1443,1.7623228
1444,1.7623228
1445,2.781648
1446,1.7623228
1447,1.7623228
1448,1.7623228
1449,1.7623228
1450,1.7623228
1451,1.7623228
1452,2.240376
1453,1.7623228
1454,1.7623228
1455,2.240376
1456,1.7623228
1457,2.240376
1458,2.240376
1459,2.240376
1460,1.7623228
1461,1.9407595
1462,1.7623228
1463,1.7623228
1464,1.7623228
1465,1.7623228
1466,1.7623228
1467,2.781648
1468,2.781648
1469,1.9407595
1470,1.7623228
1471,1.7623228
1472,1.7623228
1473,1.7623228
1474,1.7623228
1475,1.9407595
1476,1.9407595
1477,1.9407595
1478,1.7623228
1479,1.9407595
1480,1.7623228
1481,1.7623228
1482,1.7623228
1483,1.9407595
1484,1.7623228
1485,1.7623228
1486,1.7623228
1487,1.7623228
1488,1.7623228
1489,1.7623228
1490,1.7623228
1491,1.7623228
1492,1.9407595
1493,1.7623228
1494,1.7623228
1495,1.7623228
1496,1.7623228
1497,2.240376
1498,2.781648
1499,1.7623228
1500,1.7623228
1501,1.7623228
1502,1.9407595
1503,1.9407595
1504,1.7623228
1505,1.7623228
1506,1.7623228
1507,1.9407595
1508,1.7623228
1509,1.7623228
1510,1.7623228
1511,1.7623228
1512,1.7623228
1513,1.9407595
1514,1.9407595
1515,2.781648
1516,1.9407595
1517,1.7623228
1518,1.7623228
1519,1.7623228
1520,1.9407595
1521,1.9407595
1522,1.7623228
1523,1.7623228
1524,1.7623228
1525,1.7623228
1526,1.7623228
1527,1.7623228
1528,1.7623228
1529,1.7623228
1530,1.7623228
1531,1.7623228
1532,1.7623228
1533,1.7623228
1534,1.7623228
1535,1.7623228
1536,1.7623228
1537,1.7623228
1538,1.7623228
1539,1.7623228
1540,1.7623228
1541,1.7623228
1542,1.7623228
1543,2.781648
1544,2.781648
1545,1.7623228
1546,2.781648
1547,2.781648
1548,2.781648
1549,2.781648
1550,1.7623228
1551,1.7623228
1552,1.7623228
1553,1.7623228
1554,1.7623228
1555,1.7623228
1556,1.7623228
1557,1.7623228
1558,1.7623228
1559,1.7623228
1560,1.7623228
1561,1.7623228
1562,1.7623228
1563,2.240376
1564,2.240376
1565,2.240376
1566,2.240376
1567,1.7623228
1568,1.7623228
1569,1.7623228
1570,2.781648
1571,2.781648
1572,2.9968271
1573,1.7623228
1574,2.781648
1575,2.781648
1576,1.7623228
1577,1.7623228
1578,2.781648
1579,1.7623228
1580,2.9968271
1581,2.9968271
1582,2.781648
1583,2.781648
1584,1.7623228
1585,2.9968271
1586,2.9968271
1587,2.781648
1588,1.7623228
1589,2.781648
1590,2.781648
1591,1.7623228
1592,1.9407595
1593,2.781648
1594,2.781648
1595,2.240376
1596,2.781648
1597,2.9968271
1598,1.7623228
1599,1.7623228
1600,1.7623228
1601,1.7623228
1602,1.7623228
1603,1.7623228
1604,1.7623228
1605,1.7623228
1606,2.781648
1607,2.781648
1608,1.7623228
1609,1.7623228
1610,1.7623228
1611,1.7623228
1612,1.7623228
1613,2.781648
1614,1.7623228
1615,1.7623228
1616,1.7623228
1617,2.9968271
1618,1.7623228
1619,1.7623228
1620,2.9968271
1621,1.9407595
1622,1.7623228
1623,1.7623228
1624,1.7623228
1625,2.781648
1626,1.7623228
1627,1.7623228
1628,1.7623228
1629,1.7623228
1630,1.7623228
1631,1.7623228
1632,1.7623228
1633,1.7623228
1634,1.7623228
1635,1.7623228
1636,1.7623228
1637,1.7623228
1638,1.7623228
1639,2.781648
1640,1.7623228
1641,2.781648
1642,1.7623228
1643,1.7623228
1644,1.7623228
1645,1.7623228
1646,1.7623228
1647,1.7623228
1648,1.7623228
1649,1.7623228
1650,2.781648
1651,1.9407595
1652,1.7623228
1653,1.7623228
1654,1.7623228
1655,1.9407595
1656,1.7623228
1657,1.7623228
1658,1.7623228
1659,1.7623228
1660,1.9407595
1661,1.7623228
1662,1.7623228
1663,1.7623228
1664,1.7623228
1665,1.7623228
1666,1.9407595
1667,1.9407595
1668,2.781648
1669,1.7623228
1670,2.5030506
1671,2.5030506
1672,2.5030506
1673,2.5030506
1674,2.5030506
1675,2.5030506
1676,1.7623228
1677,1.7623228
1678,1.7623228
1679,2.9968271
1680,1.7623228
1681,1.7623228
1682,1.7623228
1683,1.7623228
1684,1.7623228
1685,1.7623228
1686,1.7623228
1687,1.7623228
1688,1.7623228
1689,1.7623228
1690,1.7623228
1691,1.7623228
1692,1.7623228
1693,1.7623228
1694,1.7623228
1695,1.9407595
1696,1.7623228
1697,1.7623228
1698,1.7623228
1699,2.781648
1700,2.781648
1701,2.781648
1702,2.781648
1703,2.781648
1704,2.781648
1705,2.781648
1706,2.781648
1707,2.781648
1708,2.781648
1709,2.781648
1710,1.7623228
1711,1.7623228
1712,2.781648
1713,2.781648
1714,2.781648
1715,2.781648
1716,2.781648
1717,2.9968271
1718,2.9968271
1719,2.9968271
1720,2.9968271
1721,1.7623228
1722,2.9968271
1723,2.9968271
1724,2.9968271
1725,1.7623228
1726,1.7623228
1727,1.7623228
1728,1.7623228
1729,1.7623228
1730,1.7623228
